"subject_id","run","onset","requested_onset","delta_onset","shape_name","pressed","shouldhavepressed","correct","rt","outlier_location","rots","dils","outlier_type","onset_press"
"302","1",136000,"136000",1,"losange","right_key","right_key",TRUE,1696,5,"[3, 0, 2, 1, 4, 5]","[5, 1, 3, 0, 2, 4]",2,137696
"302","1",140000,"140000",1,"losange","left_key","left_key",TRUE,1398,3,"[1, 3, 4, 2, 5, 0]","[1, 3, 4, 5, 0, 2]",4,141398
"302","1",144000,"144000",1,"losange","left_key","left_key",TRUE,1436,4,"[1, 4, 5, 2, 3, 0]","[0, 4, 5, 3, 2, 1]",1,145436
"302","1",148008,"148000",9,"losange","right_key","right_key",TRUE,1926,1,"[1, 5, 4, 3, 0, 2]","[5, 4, 3, 2, 0, 1]",2,149934
"302","1",160007,"160000",8,"hinge","right_key","right_key",TRUE,877,5,"[5, 3, 0, 1, 4, 2]","[3, 1, 5, 2, 0, 4]",3,160884
"302","1",164007,"164000",8,"hinge","left_key","left_key",TRUE,1101,4,"[2, 4, 3, 0, 1, 5]","[2, 3, 4, 5, 1, 0]",1,165108
"302","1",168007,"168000",8,"hinge","left_key","left_key",TRUE,1828,3,"[1, 2, 4, 0, 5, 3]","[4, 1, 0, 3, 2, 5]",4,169835
"302","1",172007,"172000",7,"hinge","right_key","right_key",TRUE,2372,1,"[2, 0, 1, 5, 3, 4]","[5, 2, 3, 1, 4, 0]",2,174379
"302","1",176006,"176000",7,"hinge","right_key","right_key",TRUE,886,0,"[3, 2, 4, 1, 0, 5]","[3, 4, 2, 1, 0, 5]",3,176892
"302","1",186006,"186000",7,"rectangle","right_key","right_key",TRUE,904,0,"[1, 2, 5, 3, 0, 4]","[0, 1, 3, 4, 5, 2]",1,186910
"302","1",190006,"190000",7,"rectangle","right_key","right_key",TRUE,808,1,"[0, 5, 4, 1, 3, 2]","[1, 3, 4, 2, 5, 0]",2,190814
"302","1",194006,"194000",7,"rectangle","right_key","right_key",TRUE,921,5,"[1, 3, 0, 4, 5, 2]","[2, 0, 3, 4, 5, 1]",3,194927
"302","1",198006,"198000",6,"rectangle","left_key","left_key",TRUE,1117,4,"[1, 4, 3, 2, 0, 5]","[5, 2, 3, 0, 1, 4]",4,199123
"302","1",202005,"202000",6,"rectangle","left_key","left_key",TRUE,970,2,"[5, 3, 0, 1, 2, 4]","[3, 2, 1, 4, 5, 0]",3,202975
"302","1",214005,"214000",6,"losange","left_key","left_key",TRUE,1698,3,"[5, 1, 0, 3, 4, 2]","[3, 0, 1, 2, 4, 5]",2,215703
"302","1",218005,"218000",6,"losange","right_key","right_key",TRUE,1302,1,"[3, 1, 0, 4, 2, 5]","[1, 5, 0, 4, 2, 3]",1,219307
"302","1",222004,"222000",5,"losange","left_key","left_key",TRUE,1041,4,"[2, 0, 3, 1, 4, 5]","[5, 4, 3, 1, 2, 0]",4,223045
